Brawler_1,Brawler_2,Weight
ANGELO,DOUG,7
ANGELO,DRACO,9
ANGELO,DYNAMIKE,56
ANGELO,EDGAR,100
ANGELO,EL PRIMO,23
ANGELO,EMZ,44
ANGELO,EVE,9
ANGELO,FANG,54
ANGELO,FINX,6
ANGELO,FRANK,26
ANGELO,GALE,7
ANGELO,GENE,20
ANGELO,GRAY,42
ANGELO,GRIFF,31
ANGELO,GROM,34
ANGELO,GUS,67
ANGELO,HANK,15
ANGELO,JACKY,9
ANGELO,JAE-YONG,16
ANGELO,JANET,14
ANGELO,JESSIE,26
ANGELO,JUJU,12
ANGELO,KAZE,27
ANGELO,KENJI,21
ANGELO,KIT,38
ANGELO,LARRY & LAWRIE,17
ANGELO,LEON,22
ANGELO,LILY,48
ANGELO,LOLA,7
ANGELO,LOU,10
ANGELO,LUMI,10
ANGELO,MAISIE,10
ANGELO,MANDY,111
ANGELO,MAX,24
ANGELO,MEEPLE,21
ANGELO,MEG,9
ANGELO,MELODIE,13
ANGELO,MICO,25
ANGELO,MOE,11
ANGELO,MORTIS,60
ANGELO,MR. P,34
ANGELO,NANI,35
ANGELO,NITA,23
ANGELO,OLLIE,7
ANGELO,OTIS,6
ANGELO,PAM,12
ANGELO,PEARL,13
ANGELO,PENNY,29
ANGELO,PIPER,122
ANGELO,POCO,23
ANGELO,R-T,17
ANGELO,RICO,26
ANGELO,ROSA,7
ANGELO,RUFFS,10
ANGELO,SAM,6
ANGELO,SANDY,19
ANGELO,SHADE,22
ANGELO,SHELLY,29
ANGELO,SPIKE,27
ANGELO,SPROUT,21
ANGELO,SQUEAK,43
ANGELO,STU,30
ANGELO,SURGE,13
ANGELO,TARA,18
ANGELO,TICK,98
ANGELO,WILLOW,9
ASH,BARLEY,25
ASH,BEA,20
ASH,BELLE,9
ASH,BERRY,12
ASH,BIBI,25
ASH,BO,30
ASH,BONNIE,11
ASH,BROCK,33
ASH,BULL,19
ASH,BUSTER,7
ASH,BUZZ,11
ASH,BYRON,19
ASH,CARL,33
ASH,CHARLIE,6
ASH,CHESTER,14
ASH,CHUCK,9
ASH,CLANCY,11
ASH,COLETTE,33
ASH,COLT,32
ASH,CORDELIUS,21
ASH,CROW,18
ASH,DARRYL,14
ASH,DOUG,4
ASH,DRACO,9
ASH,DYNAMIKE,32
ASH,EDGAR,36
ASH,EL PRIMO,24
ASH,EMZ,22
ASH,EVE,5
ASH,FANG,29
ASH,FINX,4
ASH,FRANK,25
ASH,GALE,9
ASH,GENE,10
ASH,GRAY,9
ASH,GRIFF,28
ASH,GROM,20
ASH,GUS,20
ASH,HANK,21
ASH,JACKY,8
ASH,JAE-YONG,7
ASH,JANET,4
ASH,JESSIE,16
ASH,JUJU,6
ASH,KAZE,23
ASH,KENJI,13
ASH,KIT,18
ASH,LARRY & LAWRIE,11
ASH,LEON,12
ASH,LILY,19
ASH,LOLA,7
ASH,LOU,8
ASH,LUMI,12
ASH,MAISIE,16
ASH,MANDY,35
ASH,MAX,19
ASH,MEEPLE,11
ASH,MEG,13
ASH,MELODIE,4
ASH,MICO,9
ASH,MOE,2
ASH,MORTIS,62
ASH,MR. P,13
ASH,NANI,13
ASH,NITA,32
ASH,OLLIE,3
ASH,OTIS,4
ASH,PAM,9
ASH,PEARL,11
ASH,PENNY,13
ASH,PIPER,26
ASH,POCO,15
ASH,R-T,7
ASH,RICO,24
ASH,ROSA,10
ASH,RUFFS,5
ASH,SAM,12
ASH,SANDY,20
ASH,SHADE,20
ASH,SHELLY,16
ASH,SPIKE,22
ASH,SPROUT,6
ASH,SQUEAK,17
ASH,STU,21
ASH,SURGE,19
ASH,TARA,18
ASH,TICK,38
ASH,WILLOW,11
BARLEY,BARLEY,20
BARLEY,BEA,74
BARLEY,BELLE,65
BARLEY,BERRY,81
BARLEY,BIBI,47
BARLEY,BO,125
BARLEY,BONNIE,49
BARLEY,BROCK,163
BARLEY,BULL,56
BARLEY,BUSTER,12
BARLEY,BUZZ,35
BARLEY,BYRON,61
BARLEY,CARL,62
BARLEY,CHARLIE,26
BARLEY,CHESTER,38
BARLEY,CHUCK,29
BARLEY,CLANCY,17
BARLEY,COLETTE,77
BARLEY,COLT,99
BARLEY,CORDELIUS,42
BARLEY,CROW,67
BARLEY,DARRYL,58
BARLEY,DOUG,31
BARLEY,DRACO,28
BARLEY,DYNAMIKE,142
BARLEY,EDGAR,213
BARLEY,EL PRIMO,92
BARLEY,EMZ,106
BARLEY,EVE,11
BARLEY,FANG,137
BARLEY,FINX,17
BARLEY,FRANK,82
BARLEY,GALE,35
BARLEY,GENE,32
BARLEY,GRAY,35
BARLEY,GRIFF,72
BARLEY,GROM,77
BARLEY,GUS,58
BARLEY,HANK,32
BARLEY,JACKY,42
BARLEY,JAE-YONG,20
BARLEY,JANET,21
BARLEY,JESSIE,92
BARLEY,JUJU,12
BARLEY,KAZE,53
BARLEY,KENJI,48
BARLEY,KIT,60
BARLEY,LARRY & LAWRIE,38
BARLEY,LEON,43
BARLEY,LILY,53
BARLEY,LOLA,20
BARLEY,LOU,20
BARLEY,LUMI,22
BARLEY,MAISIE,23
BARLEY,MANDY,113
BARLEY,MAX,47
BARLEY,MEEPLE,43
BARLEY,MEG,20
BARLEY,MELODIE,16
BARLEY,MICO,37
BARLEY,MOE,15
BARLEY,MORTIS,139
BARLEY,MR. P,41
BARLEY,NANI,47
BARLEY,NITA,77
BARLEY,OLLIE,9
BARLEY,OTIS,13
BARLEY,PAM,43
BARLEY,PEARL,20
BARLEY,PENNY,62
BARLEY,PIPER,83
BARLEY,POCO,72
BARLEY,R-T,28
BARLEY,RICO,83
BARLEY,ROSA,34
BARLEY,RUFFS,12
BARLEY,SAM,22
BARLEY,SANDY,47
BARLEY,SHADE,48
BARLEY,SHELLY,73
BARLEY,SPIKE,72
BARLEY,SPROUT,31
BARLEY,SQUEAK,97
BARLEY,STU,55
BARLEY,SURGE,35
BARLEY,TARA,66
BARLEY,TICK,171
BARLEY,WILLOW,16
BEA,BEA,2
BEA,BELLE,179
BEA,BERRY,61
BEA,BIBI,47
BEA,BO,177
BEA,BONNIE,88
BEA,BROCK,266
BEA,BULL,68
BEA,BUSTER,19
BEA,BUZZ,47
BEA,BYRON,144
BEA,CARL,119
BEA,CHARLIE,48
BEA,CHESTER,64
BEA,CHUCK,37
BEA,CLANCY,16
BEA,COLETTE,167
BEA,COLT,197
BEA,CORDELIUS,92
BEA,CROW,124
BEA,DARRYL,93
BEA,DOUG,36
BEA,DRACO,48
BEA,DYNAMIKE,212
BEA,EDGAR,316
BEA,EL PRIMO,105
BEA,EMZ,127
BEA,EVE,21
BEA,FANG,264
BEA,FINX,27
BEA,FRANK,126
BEA,GALE,45
BEA,GENE,66
BEA,GRAY,91
BEA,GRIFF,130
BEA,GROM,112
BEA,GUS,173
BEA,HANK,38
BEA,JACKY,35
BEA,JAE-YONG,36
BEA,JANET,34
BEA,JESSIE,84
BEA,JUJU,32
BEA,KAZE,93
BEA,KENJI,102
BEA,KIT,138
BEA,LARRY & LAWRIE,20
BEA,LEON,77
BEA,LILY,113
BEA,LOLA,28
BEA,LOU,33
BEA,LUMI,44
BEA,MAISIE,42
BEA,MANDY,271
BEA,MAX,96
BEA,MEEPLE,52
BEA,MEG,27
BEA,MELODIE,50
BEA,MICO,40
BEA,MOE,28
BEA,MORTIS,307
BEA,MR. P,73
BEA,NANI,68
BEA,NITA,73
BEA,OLLIE,22
BEA,OTIS,19
BEA,PAM,40
BEA,PEARL,51
BEA,PENNY,118
BEA,PIPER,287
BEA,POCO,73
BEA,R-T,41
BEA,RICO,119
BEA,ROSA,25
BEA,RUFFS,11
BEA,SAM,28
BEA,SANDY,71
BEA,SHADE,70
BEA,SHELLY,61
BEA,SPIKE,113
BEA,SPROUT,37
BEA,SQUEAK,122
BEA,STU,130
BEA,SURGE,67
BEA,TARA,78
BEA,TICK,300
BEA,WILLOW,43
BELLE,BELLE,1
BELLE,BERRY,46
BELLE,BIBI,51
BELLE,BO,145
BELLE,BONNIE,108
BELLE,BROCK,287
BELLE,BULL,62
BELLE,BUSTER,34
BELLE,BUZZ,48
BELLE,BYRON,140
BELLE,CARL,112
BELLE,CHARLIE,65
BELLE,CHESTER,40
BELLE,CHUCK,34
BELLE,CLANCY,11
BELLE,COLETTE,126
BELLE,COLT,176
BELLE,CORDELIUS,69
BELLE,CROW,138
BELLE,DARRYL,115
BELLE,DOUG,34
BELLE,DRACO,37
BELLE,DYNAMIKE,175
BELLE,EDGAR,431
BELLE,EL PRIMO,74
BELLE,EMZ,128
BELLE,EVE,39
BELLE,FANG,393
BELLE,FINX,16
BELLE,FRANK,88
BELLE,GALE,38
BELLE,GENE,68
BELLE,GRAY,112
BELLE,GRIFF,96
BELLE,GROM,106
BELLE,GUS,217
BELLE,HANK,24
BELLE,JACKY,20
BELLE,JAE-YONG,23
BELLE,JANET,32
BELLE,JESSIE,93
BELLE,JUJU,20
BELLE,KAZE,85
BELLE,KENJI,71
BELLE,KIT,130
BELLE,LARRY & LAWRIE,40
BELLE,LEON,94
BELLE,LILY,120
BELLE,LOLA,28
BELLE,LOU,21
BELLE,LUMI,70
BELLE,MAISIE,45
BELLE,MANDY,334
BELLE,MAX,55
BELLE,MEEPLE,28
BELLE,MEG,21
BELLE,MELODIE,41
BELLE,MICO,62
BELLE,MOE,13
BELLE,MORTIS,248
BELLE,MR. P,98
BELLE,NANI,73
BELLE,NITA,46
BELLE,OLLIE,16
BELLE,OTIS,12
BELLE,PAM,26
BELLE,PEARL,24
BELLE,PENNY,165
BELLE,PIPER,341
BELLE,POCO,43
BELLE,R-T,49
BELLE,RICO,139
BELLE,ROSA,17
BELLE,RUFFS,11
BELLE,SAM,17
BELLE,SANDY,167
BELLE,SHADE,43
BELLE,SHELLY,72
BELLE,SPIKE,115
BELLE,SPROUT,30
BELLE,SQUEAK,149
BELLE,STU,81
BELLE,SURGE,58
BELLE,TARA,65
BELLE,TICK,295
BELLE,WILLOW,19
BERRY,BERRY,3
BERRY,BIBI,54
BERRY,BO,81
BERRY,BONNIE,28
BERRY,BROCK,78
BERRY,BULL,63
BERRY,BUSTER,17
BERRY,BUZZ,21
BERRY,BYRON,41
BERRY,CARL,53
BERRY,CHARLIE,23
BERRY,CHESTER,21
BERRY,CHUCK,23
BERRY,CLANCY,4
BERRY,COLETTE,74
BERRY,COLT,57
BERRY,CORDELIUS,39
BERRY,CROW,62
BERRY,DARRYL,40
BERRY,DOUG,28
BERRY,DRACO,48
BERRY,DYNAMIKE,122
BERRY,EDGAR,120
BERRY,EL PRIMO,59
BERRY,EMZ,67
BERRY,EVE,12
BERRY,FANG,99
BERRY,FINX,8
BERRY,FRANK,70
BERRY,GALE,22
BERRY,GENE,25
BERRY,GRAY,30
BERRY,GRIFF,56
BERRY,GROM,50
BERRY,GUS,56
BERRY,HANK,28
BERRY,JACKY,22
BERRY,JAE-YONG,18
BERRY,JANET,12
BERRY,JESSIE,62
BERRY,JUJU,27
BERRY,KAZE,53
BERRY,KENJI,32
BERRY,KIT,55
BERRY,LARRY & LAWRIE,33
BERRY,LEON,31
BERRY,LILY,44
BERRY,LOLA,10
BERRY,LOU,21
BERRY,LUMI,27
BERRY,MAISIE,20
BERRY,MANDY,91
BERRY,MAX,31
BERRY,MEEPLE,24
BERRY,MEG,21
BERRY,MELODIE,31
BERRY,MICO,31
BERRY,MOE,14
BERRY,MORTIS,144
BERRY,MR. P,32
BERRY,NANI,34
BERRY,NITA,46
BERRY,OLLIE,13
BERRY,OTIS,11
BERRY,PAM,23
BERRY,PEARL,19
BERRY,PENNY,63
BERRY,PIPER,53
BERRY,POCO,50
BERRY,R-T,14
BERRY,RICO,70
BERRY,ROSA,17
BERRY,RUFFS,7
BERRY,SAM,8
BERRY,SANDY,28
BERRY,SHADE,47
BERRY,SHELLY,28
BERRY,SPIKE,51
BERRY,SPROUT,15
BERRY,SQUEAK,62
BERRY,STU,46
BERRY,SURGE,40
BERRY,TARA,33
BERRY,TICK,137
BERRY,WILLOW,16
BIBI,BO,77
BIBI,BONNIE,19
BIBI,BROCK,112
BIBI,BULL,66
BIBI,BUSTER,15
BIBI,BUZZ,31
BIBI,BYRON,47
BIBI,CARL,54
BIBI,CHARLIE,25
BIBI,CHESTER,42
BIBI,CHUCK,17
BIBI,CLANCY,22
BIBI,COLETTE,55
BIBI,COLT,100
BIBI,CORDELIUS,65
BIBI,CROW,54
BIBI,DARRYL,73
BIBI,DOUG,22
BIBI,DRACO,34
BIBI,DYNAMIKE,134
BIBI,EDGAR,168
BIBI,EL PRIMO,77
BIBI,EMZ,64
BIBI,EVE,7
BIBI,FANG,152
BIBI,FINX,15
BIBI,FRANK,68
BIBI,GALE,42
BIBI,GENE,21
BIBI,GRAY,26
BIBI,GRIFF,67
BIBI,GROM,70
BIBI,GUS,35
BIBI,HANK,27
BIBI,JACKY,33
BIBI,JAE-YONG,19
BIBI,JANET,20
BIBI,JESSIE,62
BIBI,JUJU,11
BIBI,KAZE,67
BIBI,KENJI,71
BIBI,KIT,57
BIBI,LARRY & LAWRIE,12
BIBI,LEON,46
BIBI,LILY,51
BIBI,LOLA,10
BIBI,LOU,14
BIBI,LUMI,34
BIBI,MAISIE,31
BIBI,MANDY,95
BIBI,MAX,35
BIBI,MEEPLE,17
BIBI,MEG,12
BIBI,MELODIE,37
BIBI,MICO,22
BIBI,MOE,22
BIBI,MORTIS,229
BIBI,MR. P,29
BIBI,NANI,30
BIBI,NITA,57
BIBI,OLLIE,11
BIBI,OTIS,8
BIBI,PAM,11
BIBI,PEARL,9
BIBI,PENNY,63
BIBI,PIPER,71
BIBI,POCO,52
BIBI,R-T,16
BIBI,RICO,97
BIBI,ROSA,28
BIBI,RUFFS,9
BIBI,SAM,7
BIBI,SANDY,50
BIBI,SHADE,37
BIBI,SHELLY,54
BIBI,SPIKE,75
BIBI,SPROUT,21
BIBI,SQUEAK,58
BIBI,STU,75
BIBI,SURGE,48
BIBI,TARA,57
BIBI,TICK,156
BIBI,WILLOW,16
BO,BO,3
BO,BONNIE,80
BO,BROCK,359
BO,BULL,101
BO,BUSTER,28
BO,BUZZ,65
BO,BYRON,180
BO,CARL,150
BO,CHARLIE,62
BO,CHESTER,67
BO,CHUCK,48
BO,CLANCY,28
BO,COLETTE,227
BO,COLT,195
BO,CORDELIUS,100
BO,CROW,233
BO,DARRYL,112
BO,DOUG,56
BO,DRACO,60
BO,DYNAMIKE,282
BO,EDGAR,457
BO,EL PRIMO,130
BO,EMZ,228
BO,EVE,32
BO,FANG,432
BO,FINX,22
BO,FRANK,160
BO,GALE,71
BO,GENE,51
BO,GRAY,66
BO,GRIFF,138
BO,GROM,198
BO,GUS,133
BO,HANK,41
BO,JACKY,73
BO,JAE-YONG,40
BO,JANET,49
BO,JESSIE,186
BO,JUJU,32
BO,KAZE,101
BO,KENJI,143
BO,KIT,148
BO,LARRY & LAWRIE,36
BO,LEON,87
BO,LILY,209
BO,LOLA,11
BO,LOU,46
BO,LUMI,46
BO,MAISIE,32
BO,MANDY,408
BO,MAX,54
BO,MEEPLE,45
BO,MEG,26
BO,MELODIE,42
BO,MICO,60
BO,MOE,23
BO,MORTIS,445
BO,MR. P,139
BO,NANI,63
BO,NITA,88
BO,OLLIE,9
BO,OTIS,28
BO,PAM,37
BO,PEARL,38
BO,PENNY,265
BO,PIPER,275
BO,POCO,120
BO,R-T,39
BO,RICO,170
BO,ROSA,37
BO,RUFFS,21
BO,SAM,14
BO,SANDY,103
BO,SHADE,66
BO,SHELLY,74
BO,SPIKE,177
BO,SPROUT,34
BO,SQUEAK,209
BO,STU,106
BO,SURGE,73
BO,TARA,112
BO,TICK,741
BO,WILLOW,29
BONNIE,BONNIE,2
BONNIE,BROCK,111
BONNIE,BULL,36
BONNIE,BUSTER,15
BONNIE,BUZZ,21
BONNIE,BYRON,78
BONNIE,CARL,91
BONNIE,CHARLIE,48
BONNIE,CHESTER,30
BONNIE,CHUCK,15
BONNIE,CLANCY,10
BONNIE,COLETTE,70
BONNIE,COLT,97
BONNIE,CORDELIUS,54
BONNIE,CROW,51
BONNIE,DARRYL,56
BONNIE,DOUG,17
BONNIE,DRACO,23
BONNIE,DYNAMIKE,80
BONNIE,EDGAR,134
BONNIE,EL PRIMO,36
BONNIE,EMZ,54
BONNIE,EVE,13
BONNIE,FANG,132
BONNIE,FINX,14
BONNIE,FRANK,51
BONNIE,GALE,25
BONNIE,GENE,42
BONNIE,GRAY,62
BONNIE,GRIFF,67
BONNIE,GROM,60
BONNIE,GUS,78
BONNIE,HANK,28
BONNIE,JACKY,25
BONNIE,JAE-YONG,25
BONNIE,JANET,26
BONNIE,JESSIE,37
BONNIE,JUJU,17
BONNIE,KAZE,48
BONNIE,KENJI,48
BONNIE,KIT,75
BONNIE,LARRY & LAWRIE,17
BONNIE,LEON,47
BONNIE,LILY,48
BONNIE,LOLA,20
BONNIE,LOU,13
BONNIE,LUMI,39
BONNIE,MAISIE,21
BONNIE,MANDY,132
BONNIE,MAX,47
BONNIE,MEEPLE,33
BONNIE,MEG,20
BONNIE,MELODIE,24
BONNIE,MICO,36
BONNIE,MOE,14
BONNIE,MORTIS,165
BONNIE,MR. P,32
BONNIE,NANI,40
BONNIE,NITA,39
BONNIE,OLLIE,12
BONNIE,OTIS,8
BONNIE,PAM,30
BONNIE,PEARL,17
BONNIE,PENNY,47
BONNIE,PIPER,124
BONNIE,POCO,30
BONNIE,R-T,31
BONNIE,RICO,35
BONNIE,ROSA,27
BONNIE,RUFFS,14
BONNIE,SAM,9
BONNIE,SANDY,38
BONNIE,SHADE,29
BONNIE,SHELLY,32
BONNIE,SPIKE,37
BONNIE,SPROUT,20
BONNIE,SQUEAK,73
BONNIE,STU,61
BONNIE,SURGE,47
BONNIE,TARA,67
BONNIE,TICK,99
BONNIE,WILLOW,15
BROCK,BROCK,22
BROCK,BULL,115
BROCK,BUSTER,36
BROCK,BUZZ,97
BROCK,BYRON,226
BROCK,CARL,166
BROCK,CHARLIE,70
BROCK,CHESTER,82
BROCK,CHUCK,64
BROCK,CLANCY,46
BROCK,COLETTE,287
BROCK,COLT,328
BROCK,CORDELIUS,92
BROCK,CROW,179
BROCK,DARRYL,163
BROCK,DOUG,47
BROCK,DRACO,50
BROCK,DYNAMIKE,334
BROCK,EDGAR,563
BROCK,EL PRIMO,145
BROCK,EMZ,227
BROCK,EVE,41
BROCK,FANG,479
BROCK,FINX,33
BROCK,FRANK,146
BROCK,GALE,68
BROCK,GENE,94
BROCK,GRAY,146
BROCK,GRIFF,164
BROCK,GROM,204
BROCK,GUS,296
BROCK,HANK,31
BROCK,JACKY,69
BROCK,JAE-YONG,52
BROCK,JANET,61
BROCK,JESSIE,214
BROCK,JUJU,36
BROCK,KAZE,121
BROCK,KENJI,135
BROCK,KIT,212
BROCK,LARRY & LAWRIE,51
BROCK,LEON,119
BROCK,LILY,239
BROCK,LOLA,27
BROCK,LOU,45
BROCK,LUMI,77
BROCK,MAISIE,61
BROCK,MANDY,490
BROCK,MAX,109
BROCK,MEEPLE,68
BROCK,MEG,35
BROCK,MELODIE,53
BROCK,MICO,88
BROCK,MOE,41
BROCK,MORTIS,484
BROCK,MR. P,153
BROCK,NANI,112
BROCK,NITA,117
BROCK,OLLIE,15
BROCK,OTIS,30
BROCK,PAM,39
BROCK,PEARL,27
BROCK,PENNY,241
BROCK,PIPER,513
BROCK,POCO,155
BROCK,R-T,61
BROCK,RICO,234
BROCK,ROSA,37
BROCK,RUFFS,29
BROCK,SAM,19
BROCK,SANDY,88
BROCK,SHADE,79
BROCK,SHELLY,112
BROCK,SPIKE,224
BROCK,SPROUT,61
BROCK,SQUEAK,251
BROCK,STU,151
BROCK,SURGE,105
BROCK,TARA,111
BROCK,TICK,592
BROCK,WILLOW,43
BULL,BULL,2
BULL,BUSTER,13
BULL,BUZZ,34
BULL,BYRON,48
BULL,CARL,66
BULL,CHARLIE,36
BULL,CHESTER,36
BULL,CHUCK,30
BULL,CLANCY,17
BULL,COLETTE,112
BULL,COLT,105
BULL,CORDELIUS,58
BULL,CROW,70
BULL,DARRYL,68
BULL,DOUG,20
BULL,DRACO,42
BULL,DYNAMIKE,120
BULL,EDGAR,160
BULL,EL PRIMO,106
BULL,EMZ,69
