Brawler_1,Brawler_2,Weight
BO,SPIKE,180
BO,SPROUT,34
BO,SQUEAK,233
BO,STU,104
BO,SURGE,94
BO,TARA,134
BO,TICK,657
BO,WILLOW,24
BONNIE,BONNIE,5
BONNIE,BROCK,145
BONNIE,BULL,47
BONNIE,BUSTER,29
BONNIE,BUZZ,17
BONNIE,BYRON,91
BONNIE,CARL,127
BONNIE,CHARLIE,71
BONNIE,CHESTER,62
BONNIE,CHUCK,22
BONNIE,CLANCY,15
BONNIE,COLETTE,88
BONNIE,COLT,73
BONNIE,CORDELIUS,100
BONNIE,CROW,91
BONNIE,DARRYL,74
BONNIE,DOUG,21
BONNIE,DRACO,38
BONNIE,DYNAMIKE,92
BONNIE,EDGAR,126
BONNIE,EL PRIMO,51
BONNIE,EMZ,53
BONNIE,EVE,15
BONNIE,FANG,158
BONNIE,FINX,30
BONNIE,FRANK,100
BONNIE,GALE,17
BONNIE,GENE,33
BONNIE,GRAY,70
BONNIE,GRIFF,71
BONNIE,GROM,82
BONNIE,GUS,136
BONNIE,HANK,35
BONNIE,JACKY,16
BONNIE,JAE-YONG,52
BONNIE,JANET,37
BONNIE,JESSIE,48
BONNIE,JUJU,24
BONNIE,KAZE,110
BONNIE,KENJI,49
BONNIE,KIT,117
BONNIE,LARRY & LAWRIE,15
BONNIE,LEON,41
BONNIE,LILY,111
BONNIE,LOLA,20
BONNIE,LOU,17
BONNIE,LUMI,48
BONNIE,MAISIE,37
BONNIE,MANDY,160
BONNIE,MAX,54
BONNIE,MEEPLE,35
BONNIE,MEG,27
BONNIE,MELODIE,52
BONNIE,MICO,30
BONNIE,MOE,22
BONNIE,MORTIS,161
BONNIE,MR. P,57
BONNIE,NANI,47
BONNIE,NITA,26
BONNIE,OLLIE,29
BONNIE,OTIS,17
BONNIE,PAM,22
BONNIE,PEARL,22
BONNIE,PENNY,53
BONNIE,PIPER,146
BONNIE,POCO,32
BONNIE,R-T,47
BONNIE,RICO,70
BONNIE,ROSA,11
BONNIE,RUFFS,14
BONNIE,SAM,9
BONNIE,SANDY,28
BONNIE,SHADE,52
BONNIE,SHELLY,17
BONNIE,SPIKE,53
BONNIE,SPROUT,32
BONNIE,SQUEAK,78
BONNIE,STU,76
BONNIE,SURGE,43
BONNIE,TARA,88
BONNIE,TICK,136
BONNIE,WILLOW,19
BROCK,BROCK,33
BROCK,BULL,84
BROCK,BUSTER,40
BROCK,BUZZ,65
BROCK,BYRON,203
BROCK,CARL,150
BROCK,CHARLIE,100
BROCK,CHESTER,66
BROCK,CHUCK,41
BROCK,CLANCY,28
BROCK,COLETTE,320
BROCK,COLT,222
BROCK,CORDELIUS,112
BROCK,CROW,216
BROCK,DARRYL,163
BROCK,DOUG,40
BROCK,DRACO,42
BROCK,DYNAMIKE,222
BROCK,EDGAR,442
BROCK,EL PRIMO,104
BROCK,EMZ,165
BROCK,EVE,47
BROCK,FANG,431
BROCK,FINX,39
BROCK,FRANK,116
BROCK,GALE,46
BROCK,GENE,83
BROCK,GRAY,163
BROCK,GRIFF,128
BROCK,GROM,214
BROCK,GUS,304
BROCK,HANK,29
BROCK,JACKY,36
BROCK,JAE-YONG,57
BROCK,JANET,63
BROCK,JESSIE,148
BROCK,JUJU,43
BROCK,KAZE,132
BROCK,KENJI,128
BROCK,KIT,227
BROCK,LARRY & LAWRIE,23
BROCK,LEON,132
BROCK,LILY,277
BROCK,LOLA,20
BROCK,LOU,35
BROCK,LUMI,38
BROCK,MAISIE,64
BROCK,MANDY,468
BROCK,MAX,81
BROCK,MEEPLE,41
BROCK,MEG,33
BROCK,MELODIE,54
BROCK,MICO,76
BROCK,MOE,21
BROCK,MORTIS,354
BROCK,MR. P,179
BROCK,NANI,104
BROCK,NITA,105
BROCK,OLLIE,13
BROCK,OTIS,33
BROCK,PAM,37
BROCK,PEARL,30
BROCK,PENNY,194
BROCK,PIPER,521
BROCK,POCO,117
BROCK,R-T,87
BROCK,RICO,167
BROCK,ROSA,37
BROCK,RUFFS,16
BROCK,SAM,15
BROCK,SANDY,81
BROCK,SHADE,85
BROCK,SHELLY,57
BROCK,SPIKE,225
BROCK,SPROUT,62
BROCK,SQUEAK,220
BROCK,STU,139
BROCK,SURGE,88
BROCK,TARA,94
BROCK,TICK,505
BROCK,WILLOW,42
BULL,BULL,2
BULL,BUSTER,16
BULL,BUZZ,40
BULL,BYRON,33
BULL,CARL,76
BULL,CHARLIE,48
BULL,CHESTER,47
BULL,CHUCK,28
BULL,CLANCY,11
BULL,COLETTE,171
BULL,COLT,104
BULL,CORDELIUS,86
BULL,CROW,106
