Brawler_1,Brawler_2,Weight
BO,OTIS,6
BO,PAM,3
BO,PEARL,4
BO,PENNY,17
BO,PIPER,61
BO,POCO,22
BO,R-T,4
BO,RICO,50
BO,ROSA,5
BO,RUFFS,8
BO,SAM,5
BO,SANDY,22
BO,SHADE,9
BO,SHELLY,18
BO,SPIKE,39
BO,SPROUT,12
BO,SQUEAK,25
BO,STU,17
BO,SURGE,39
BO,TARA,29
BO,TICK,114
BO,WILLOW,3
BONNIE,BONNIE,1
BONNIE,BROCK,18
BONNIE,BULL,6
BONNIE,BUSTER,2
BONNIE,BUZZ,9
BONNIE,BYRON,7
BONNIE,CARL,17
BONNIE,CHARLIE,40
BONNIE,CHESTER,14
BONNIE,CHUCK,8
BONNIE,CLANCY,2
BONNIE,COLETTE,25
BONNIE,COLT,9
BONNIE,CORDELIUS,15
BONNIE,CROW,12
BONNIE,DARRYL,30
BONNIE,DOUG,10
BONNIE,DRACO,6
BONNIE,DYNAMIKE,23
BONNIE,EDGAR,31
BONNIE,EL PRIMO,4
BONNIE,EMZ,7
BONNIE,EVE,5
BONNIE,FANG,11
BONNIE,FINX,1
BONNIE,FRANK,11
BONNIE,GALE,3
BONNIE,GENE,5
BONNIE,GRAY,12
BONNIE,GRIFF,24
BONNIE,GROM,10
BONNIE,GUS,13
BONNIE,HANK,6
BONNIE,JACKY,7
BONNIE,JAE-YONG,12
BONNIE,JANET,3
BONNIE,JESSIE,14
BONNIE,KAZE,11
BONNIE,KENJI,9
BONNIE,KIT,5
BONNIE,LARRY & LAWRIE,5
BONNIE,LEON,4
BONNIE,LILY,10
BONNIE,LOLA,3
BONNIE,LOU,14
BONNIE,LUMI,6
BONNIE,MAISIE,4
BONNIE,MANDY,20
BONNIE,MAX,7
BONNIE,MEEPLE,6
BONNIE,MEG,11
BONNIE,MELODIE,3
BONNIE,MICO,5
BONNIE,MOE,6
BONNIE,MORTIS,47
BONNIE,MR. P,4
BONNIE,NANI,6
BONNIE,NITA,4
BONNIE,OLLIE,4
BONNIE,OTIS,1
BONNIE,PAM,2
BONNIE,PEARL,2
BONNIE,PENNY,8
BONNIE,PIPER,29
BONNIE,POCO,7
BONNIE,R-T,6
BONNIE,RICO,18
BONNIE,RUFFS,5
BONNIE,SAM,1
BONNIE,SANDY,2
BONNIE,SHADE,11
BONNIE,SHELLY,5
BONNIE,SPIKE,8
BONNIE,SPROUT,5
BONNIE,SQUEAK,15
BONNIE,STU,11
BONNIE,SURGE,8
BONNIE,TARA,9
BONNIE,TICK,20
BONNIE,WILLOW,4
BROCK,BULL,14
BROCK,BUSTER,14
BROCK,BUZZ,17
BROCK,BYRON,46
BROCK,CARL,28
BROCK,CHARLIE,2
BROCK,CHESTER,19
BROCK,CHUCK,6
BROCK,CLANCY,6
BROCK,COLETTE,138
BROCK,COLT,57
BROCK,CORDELIUS,19
BROCK,CROW,60
BROCK,DARRYL,15
BROCK,DOUG,12
BROCK,DRACO,7
BROCK,DYNAMIKE,62
BROCK,EDGAR,115
BROCK,EL PRIMO,20
BROCK,EMZ,26
BROCK,EVE,7
BROCK,FANG,46
BROCK,FINX,3
BROCK,FRANK,19
BROCK,GALE,9
BROCK,GENE,14
BROCK,GRAY,26
BROCK,GRIFF,31
BROCK,GROM,56
BROCK,GUS,31
BROCK,HANK,11
BROCK,JACKY,7
BROCK,JAE-YONG,12
BROCK,JANET,6
BROCK,JESSIE,30
BROCK,JUJU,7
BROCK,KAZE,20
BROCK,KENJI,21
BROCK,KIT,44
BROCK,LARRY & LAWRIE,4
BROCK,LEON,35
BROCK,LILY,28
BROCK,LOLA,6
BROCK,LOU,4
BROCK,LUMI,4
BROCK,MAISIE,19
BROCK,MANDY,103
BROCK,MAX,12
BROCK,MEEPLE,3
BROCK,MEG,1
BROCK,MELODIE,12
BROCK,MICO,18
BROCK,MOE,13
BROCK,MORTIS,74
BROCK,MR. P,15
BROCK,NANI,21
BROCK,NITA,15
BROCK,OLLIE,5
BROCK,PAM,6
BROCK,PEARL,7
BROCK,PENNY,13
BROCK,PIPER,177
BROCK,POCO,25
BROCK,R-T,9
BROCK,RICO,56
BROCK,ROSA,4
BROCK,RUFFS,3
BROCK,SANDY,12
BROCK,SHADE,17
BROCK,SHELLY,7
BROCK,SPIKE,45
BROCK,SPROUT,3
BROCK,SQUEAK,48
BROCK,STU,32
BROCK,SURGE,19
BROCK,TARA,13
BROCK,TICK,84
BROCK,WILLOW,5
BULL,BULL,1
BULL,BUSTER,3
BULL,BUZZ,12
BULL,BYRON,15
BULL,CARL,14
BULL,CHARLIE,6
BULL,CHESTER,8
BULL,CHUCK,4
BULL,CLANCY,10
BULL,COLETTE,28
BULL,COLT,27
BULL,CORDELIUS,13
BULL,CROW,8
BULL,DARRYL,8
BULL,DOUG,8
BULL,DRACO,11
BULL,DYNAMIKE,37
BULL,EDGAR,31
BULL,EL PRIMO,18
BULL,EMZ,12
BULL,EVE,2
BULL,FANG,17
BULL,FRANK,27
BULL,GALE,4
BULL,GENE,4
BULL,GRAY,6
BULL,GRIFF,24
BULL,GROM,17
BULL,GUS,9
BULL,HANK,7
BULL,JACKY,11
BULL,JAE-YONG,2
BULL,JANET,6
BULL,JESSIE,20
BULL,JUJU,4
BULL,KAZE,12
BULL,KENJI,11
BULL,KIT,19
BULL,LARRY & LAWRIE,1
BULL,LEON,12
BULL,LILY,12
BULL,LOLA,1
BULL,LOU,2
BULL,LUMI,11
BULL,MAISIE,7
BULL,MANDY,15
BULL,MAX,7
BULL,MEEPLE,7
BULL,MEG,4
BULL,MELODIE,10
BULL,MICO,11
BULL,MOE,17
BULL,MORTIS,94
BULL,MR. P,5
BULL,NANI,3
BULL,NITA,20
