Player_Tag,Total_Trophies
#LGJRJQ2YQ,26175
#8020GPGY9,18807
#GGU92GR8,57387
#LPVUUR2L0,25734
#9GRQ9QGLG,55696
#2QYRL9V9P0,18699
#L0JUUUUJ,55223
#RQ822LL9V,7155
#2GRPGGUUY2,25628
#9J8909L8P,43626
#2LLQUQJP2R,697
#92GGULJ8,96736
#28CLVCRR2,48130
#GYLQQVYPU,14594
#2QL22J8UUR,30609
#GYRJQ90G,30255
#YJ8GRVLP,92266
#P8CGPG0Y0,27170
#2PVVVL2QRL,31665
#YYP2088V8,69314
#VR9JLL2C,55571
#2UJUL2CR0,92166
#RG92GP00P,43108
#28PV882VYR,25063
#JRQ8RG8P8,12102
#2Q22PC9R2Y,36876
#2LUUPY02GL,33245
#8YPGYG99U,3433
#YLJ2UPQV9,28665
#9PQR8VV29,45146
#2LGRVL0LGJ,22689
#9C2CJ8GC,42659
#2GL8RLY0UC,25669
#8JC8RP2YU,61872
#R8CUV09V8,32864
#89822LL9Y,37050
#28V9LPYJ2Y,34261
#GURVG9PUQ,47108
#29QPRY088,59432
#28JQPJYPRY,16072
#222GYPUJUJ,11766
#YRR29CPPU,899
#JJU02U9J,26229
#Y8GVPQGPJ,3438
#22UG0L8UP,35916
#GV0QGVL09,19873
#2CLR99VGGV,5477
#2GG20J9QUU,19770
#RC0C9GJYR,53861
#2R82UGRLVJ,6318
#VLV8U2L0P,32571
#2J2JUQJ8LJ,14630
#QC2QUL8C0,1411
#2QQ09LLYGG,27043
#2CP2892JR,57593
#2J8J09C2VP,14345
#P8QYYQUGY,52790
#LQ8VRG80,18031
#28QUQRCJYL,22320
#YCVJJ0JU,16454
#Y0GPYC2,21089
#2QRJU8G882,36437
#2U9C8PL8G,13458
#GGYC8CJR8,29590
#2JJ8GJVC,36488
#2GJPJ2YVVG,5570
#RY2LGRR8R,30382
#YUVUCUYJ,49233
#GJ00QLYGR,6277
#R99QVYG9L,24567
#92CCP0UVV,33515
#2299YQ9UJU,26917
#2LLGUPG0JL,22144
#2VCV2JP88,28365
#Y8RYGQV8,79981
#PGYC02,59957
#2C8GY99JV0,3572
#8GQVY2R0J,31289
#R828UPL2,21719
#89G2QUJ0P,37080
#G8VV9YVUC,30219
#2G8YL0QULL,7042
#2GUG82YL0Y,3376
#GCCQP90U,21984
#80R9V0PYP,73786
#YCYU2LYJ9,24169
#YLULC9R2P,13478
#2G90Y2LCG,41383
#GPP29PJ,9329
#20GQJ9089,63789
#YRLQRRPU,3902
#8RPQGLRVC,16884
#9CLCRP2PR,52701
#LUYYL0YP2,41998
#2YCP0QQV9P,41131
#LR8PQRC98,44448
#28LJUPCY8Y,56560
#9GC22JGR,62112
#282YLJ20UU,32370
#8CR20P0JP,6237
#8RPCCJ028,54121
#2P89Q90YG,86840
#GUPGUUQLY,33270
#LJ0L2LUPQ,17221
#80CUUUC02,37459
#UGRG00CG,26433
#GC20YJ8L,34356
#PUP8URQUY,35669
#2LV90P8CUP,18648
#2QUG90GJ29,27621
#UYJG9JCPR,36671
#YUU88VR9,13486
#RLYRCQLCQ,49705
#QC2JVQCPJ,46820
#2RCG99GCJR,26131
#VYCV9J0R,43922
#PP9R0J9Y,41763
#PP9U0Y09J,74201
#R2JUJJQLU,56128
#2LJCRY008Q,27238
#Q88VYGCV9,87210
#GGRC0GC0C,21467
#YLL899VGG,43671
#CRGP8C8R,66975
#GCPUR0C0P,27211
#QCQP9L8PL,66510
#JUGG82JJ8,18165
#2QYRGLCY8G,21045
#VGPV2UY9,15953
#280LLYULVY,42338
#R9UVGVJUP,91032
#2L2URYQVC,4281
#2JGLVPP0J,51419
#GLU98280V,52778
#2PGL8L2CJ,22429
#2CYCUU0PGL,5004
#2L2R8UL0GU,17032
#Y9G8VRQ8J,33681
#P8Y8CYYQ,53310
#R08VPYLV2,53843
#2C8G9YJ9U0,5134
#2RG90UJ0Q8,14833
#2Y9GJR8J2V,30350
#2RYURVUV9,42740
#P2G2U8RCJ,63667
#YVLLGP0GY,1913
#2QG0RU88,15143
#2Q09U2RRQG,32329
#82YG2CVR,28635
#8VL0Y29UC,22481
#20V2YLVYQ,49182
#CUVQLQPPG,9364
#2GCR0UPL80,8429
#2QRUP08PRL,15564
#2C0LUQJ0QQ,13384
#2JQU9LC0CY,7644
#9VLC8PQ0L,33980
#8CGQQQ299,73029
#202GQPJY80,39301
#2RG90PG0YU,13230
#P0GJ2UULV,10814
#2G0QQGP8PY,13918
#ULPRRLQ9,65259
#2JURV8YGJ8,1420
#29RC0CGCL,21108
#808Q29YL0,38020
#2G00Y2PQ,83509
#2L08LJ2QU2,9150
#2C8YC2C2G2,3047
#88QY2C290,64849
#GGQ88LLJG,6626
#RQ2RVJGL2,72353
#L0G2YG2QL,35133
#GV9G2C9R2,20454
#8QG9RQYGP,32973
#C0G92QY2,69404
#P2VLYVVGG,32272
#2QR82R00UY,5250
#28L82JJ8Y8,16885
#2C22GCRVPQ,4360
#9CUQC29G,41415
#R0JGJVGQC,2478
#22U9QP82V,7088
#GGRP8PVYG,27859
#L08U0VQQ8,30337
#29URV2P80,40822
#LR9RCRGC8,27636
#2J92GPVJ2Q,2197
#GVV88J09C,23577
#VY908UY,43287
#82VPGRGV2,14787
#2QQY92LRG2,6658
#P2J2L82U0,19139
#2Y8UVCLPR,52291
#2YUYU00LU,74496
#LLRCPJGCL,35314
#29JPRLVUU,7794
#2JPJ2RPU2R,5808
#R0LP0GRQ8,56507
#2RUVVGGJGU,9852
#2J0CL80R2G,8666
#2C2PRRRGRU,8055
#8C0GQQQVU,39052
#2GLG8UGPVY,31644
#GJ80PY9QP,20180
#JL2JQYLGJ,17289
#2GYQLYR222,7154
#CQUQPCC8,35490
#GC9QG0LJL,29974
#2J20C028VL,3576
#2RUPPQ9QC9,8219
#2CLLU29PVC,3133
#9Y28G08GV,36694
#PPU8YJ8J,35367
#Y90UR2UJ2,77413
#28YJQPU8J8,47325
#2Q2CY92RJV,29621
#2RCYPUCG0J,10349
#GQ0G9GCP9,33392
#2J9QVRLGQ8,12690
#28Q9L898UJ,74414
#YRRGPUGLY,29029
#Y28P9PRCL,78460
#L8PJV8022,28755
#8VYC0RVP0,61624
#GJURUP9Y8,20483
#QQG89RLRL,57831
#PC8L09RVV,9394
#PJR9V8JL,61374
#8J2UGV2CJ,60951
#2RRGYVLQVJ,12498
#GQV9CU0L2,19438
#9UG9PC0R,35307
#9UCPP9LVC,89610
#8QR00PYC9,52403
#GQCC2L8P2,63284
#GU9YLGGCC,25568
#Y88JCLUJG,15306
#2C0J209PGQ,844
#QJVQCUYRQ,56051
#98YJ98RRJ,47353
#2QCGQLJQ9,33851
#JYUGQGCP,45426
#2CLYJP8RG2,2195
#9J8PRUCQ8,39633
#28Q0U90LU,70235
#V8PGU2C9,18957
#99LR9LUJ2,22212
#2000LYQRRR,33004
#YG8RY0Q02,33022
#88YQLG2VU,20397
#LY0GGJUUV,64219
#CCJ99RQQQ,7613
#2C8VRR0RR8,884
#GP0R9R0JR,10204
#PPG9YGU9G,19120
#2GP0YCPVQ,38795
#2C2YC0L92V,5516
#2JQ9LYVCR0,10113
#2JU9V098PG,6914
#2G9RQGRP9J,31429
#2G2QRC2UYR,13544
#2GQC08C9RG,34422
#2R0U0RJ90C,30353
#2JU02QYV8R,5961
#PG8PYYLJP,3590
#2JCUYC0GLC,3006
#GVJQYRRPV,18014
#Q0JP8GU0P,33461
#GJR820V0Q,22082
#2QPRCQRPPV,12266
#GULJUPRG,33751
#2UP2J8LJR,49266
#9890PYYCP,43795
#L98UQPU28,13591
#8YJVPYGVP,91948
#LQ88G9GRG,47083
#9G09RCJPV,68705
#YUQRYGRQC,5135
#2JYLQLQC28,3015
#ULG8YCQJ,17796
#UC9Q08VY,35855
#RRVV2PY8,32802
#2VY2L0V2L,53752
#8LV0UJ9JJ,10448
#URJV20JQ,17851
#28YCL9QQ,32203
#2RL02YPYY,50913
#90VRJGL09,45584
#VQQJQCJ2,37797
#YVLUGJCGR,25084
#99RQ2L9R2,80495
#2QVV08LJPV,30683
#P2JYVCR0J,14670
#Q98PL8GCY,18263
#GRQVCGY98,23134
#PG9URYJ00,1511
#8GVLUJC8G,1688
#GVPCQPR2,45262
#YYJRQ82GU,48964
#GJ8PV8CQG,32498
#2C8VYVVRQY,2444
#2Q8Y2UY80Y,20871
#JYYG8P0Y9,2327
#JLLV9YRG,34791
#2J8V0VRY,25488
#G9JL2VGQ,40154
#QRCP029PQ,5137
#GR2LRCULC,52233
#2J8VV8LJL0,8101
#QLQLLQPJP,42424
#8QRQPVP,35862
#9PYL2VLRU,63899
#G22G0YQQY,47917
#8LV8PJ9YQ,61350
#2J9UJ2L2U9,7756
#Q22YV8CPY,96177
#LQU9YULQ2,89773
#LQ2QJCU,28391
#VGPUCGG,29720
#2RRQLJCJQC,1593
#P2CRC9CC8,28220
#8PC08GYJ2,60050
#JJ9UYR2PJ,27922
#L8QPQLCJU,25626
#2RGP2GJGL2,14054
#GCLYPCPGG,16559
#YYRVL2L9Q,41469
#2902889GJV,31591
#CCLUR9CGP,17478
#2GP0YR9QCV,19825
#R0J800CL,24207
#2LPULUY2,46968
#22R9C2U0R,25131
#2LJ9Q9URG0,12624
#GC82JUQRR,20843
#9VC08UL,51893
#2RU8209PGV,30518
#8CQ8UYJ0,48436
#2QQL2V0VQV,21070
#2C8V8QRCU,2788
#RVRVV8VVG,28682
#2CRQ0UGQY,59649
#PVP9LG8Y0,50346
#Y8UL909PV,35842
#2PLCG2VUV,20987
#JQUJYP0CQ,23112
#VRY0Q9JQ,58636
#89LC98PUC,83824
#29PYQ22Y9,23921
#JLGP2PCPY,17721
#G0Y0GQJ2,42322
#2Y82C9U89,84581
#2Q08JGQ2J,46913
#R02LGCRP8,14463
#VJP8092Q,68250
#2RJCPQCV0,47720
#QU9LY0J0V,27106
#LRVPYVCVG,35422
#22Y2R9GYUP,29534
#2QJR9Y022C,13861
#RQR8JC2Y0,14067
#2RJ2C9LVVR,10659
#Y8JG2CUQC,14243
#2RVUPG9Q2Q,3370
#2Q9JL8G8LJ,9859
#2GLY2JVQJV,13202
#GRLVCUPY9,47049
#YUGRPGLJ9,10066
#908RJPG2V,63862
#GCRYQQPQ8,44174
#2LJJUC8JYC,27361
#P0GUC0LYY,16076
#9CC2CLCR2,60939
#2LCUUJ9RU,37388
#2C890UGQQ9,2341
#YVJV0Q9YL,21199
#2GUV8CYPUQ,3104
#92L0G2PVP,37215
#CUJQ2QYU,42106
#22LC0RGY,14643
#28Y20C0QY0,24570
#V89PVGVG,38118
#82Q89RR2,29375
#2GLLCQRU0,22651
#Y8RVP299Q,18447
#2QGGCRUG8U,20825
#2QRY8P9V99,24515
#8U9QCULPY,29920
#LYLV2QPRP,12260
#2QYVQU2GCG,3532
#2GR0G9LV2R,21738
#2Y8VUL99R2,10052
#8GV20GJGJ,38467
#2Y0UCJU0P8,15162
#2YUUPQUVRV,24488
#2GPCGLGRYU,15724
#YUP0922L0,41496
#2LG9QUJUL,66871
#P0JG28Y9J,78569
#JRQGQP2V0,16912
#V8999V2U,57692
#90L20LRQU,57887
#RP2GYGCPU,21802
#2C8V0GCVQY,1861
#2QYC202JJU,39709
#2J2VG2JV2U,2797
#JPCJPYGCR,10541
#J88290RJV,30998
#2JLCRPU2VC,7752
#PUGPCG02P,57676
#2QQV98P9QY,8815
#29CJGPRPPG,35355
#QQGRCJCJ,39729
#QU0R00V9U,17247
#28JLRQUC9C,15203
#VG2P0GLY,26153
#PGYLQJ29P,26622
#9YCUUVJC0,2736
#2899PRUR9C,36120
#2C0CVGQ0G0,832
#YPL2JGLUJ,44800
#QURYP902Q,28589
#G0L8Q9QP,62504
#2RC90J98G0,2721
#290YRG0GLG,42591
#2RURGLJ2R8,23747
#G08VGQR,44435
#22G8YC8R,24824
#292QQL92V,34158
#8VRJ0Y8QY,41956
#88GQJ00PG,30613
#YL98CCY2G,34827
#290002PV9G,27026
#CG00P0UC,32804
#LPR8YC9JL,61359
#9UUGQU9VC,79314
#JC0Y002LC,1821
#9LRC8P0R,16530
#PPLY9C8JR,33083
#GCU00V09L,27821
#GUJQG8998,12411
#2Y9PRGC2GP,22058
#GGYC920YY,39962
#2JJRUC2UUU,5172
#2RUY0CQ9VG,10231
#JGGQGGV9,62188
#J00YJUGYR,20056
#20PVJCR9U2,34328
#80GG0CV99,26413
#9CQRJ8LR,81141
#Y8L9U8QC,65905
#PQRL2L9LR,38810
#LPQU2JC8J,30870
#QY9CL0J88,10897
#2LUCVQVC8,50230
#CCPCY29J,30651
#2L8UGRYUVR,14259
#8U00VG99Y,53633
#L2R9P2QQ8,41395
#2L988V2LP,19660
#LG2YURL0,90258
#9VJU88R8R,21537
#2QJJLG9C9Y,12232
#JLC0LGJJG,6451
#2988PRPGR,19958
#9C9YJR2CY,23162
#9LYGYRR2R,86889
#VLUVRYGU,9790
#RVLQJQ8VY,17218
#2QCJG0LCYR,16838
#2RR2G2YUQR,6148
#L2LQCLR2C,32855
#2YCLURVVUR,6116
#2809VVYGQ,47601
#CYU828Q8,35398
#VGP8UU2G,89342
#28QR9G2VL,16707
#8G2YJQ9G9,31018
#PL29U2J2Y,29734
#U8CGUGL9J,17075
#L98CRJQLG,24273
#2YCJY8QPG8,14442
#PPUP9GQYG,42904
#LJC8CQCQ9,82605
#808V2J9U0,33412
#8GGVL98UP,30791
#GUYC2RVU0,60454
#2J2CPVCC9J,13397
#2YUVPGVP0,53110
#U8R2QGR8,72359
#YVCVYY998,2049
#P9L20RCYU,24014
#9RLRGVPPC,25480
#2899CCJ0YL,34088
#Q2PLQ2C9,91689
#2JLPQ80L9Q,20791
#8CQV9CPP2,26344
#2C8928UJ0L,4416
#2RRRJPG0C8,7637
#2J2VPU2JCL,19440
#80U2GLVLC,52106
#2L0LVU8Y,21859
#LRYYYPGC,17245
#889QQCUJV,45157
#82RGRG8,39231
#RGR9LGG,37032
#8RQRL92JU,32059
#2J98CLVL8J,1704
#V2UJ0YYL,71139
#2JJLUP9VUU,12645
#2YY2LJRR20,43565
#2QYPRQUUGU,15120
#8PR8G8G0C,49811
#2RYUVCLCV9,6692
#GCQ20VRCC,31529
#92RY2PCJJ,37033
#Q8CJURYRP,47702
#LYRUC2YRU,50382
#RQ9Q990YR,6267
#QJ2U9RQ9,18239
#9RC82LQYR,47945
#GLR2V889L,21524
#2YUJUQV0P,25255
#2RQC9VV8RQ,4138
#2RUCUQ8JP8,11889
#LPVQQGC2P,38214
#Q8GUGLVVG,50242
#J90V9U89,78203
#QGUUC208L,33396
#288QGLL08,44786
#2Q0GU09JVC,27822
#PQL9V8YQ9,28068
#2VGLQQ8PV,21219
#9L88QLCU0,28537
#GYVJVR8VP,33021
#9U0VYV00V,27241
#2R2LP8L8RV,20611
#2QUPL8RP2U,8365
#GUG89PRYV,10897
#R8Q8JJURG,30277
#R299P0JP,17002
#2QC20PJJ9V,10285
#J8PQVVY8,39012
#2QJL9L9YJ8,8650
#2GVR8JJCL0,31132
#PPJYLPJYV,29770
#2LRU2QRLQ,38467
#GJ8G9V8R,41903
#JYPP2YRRJ,9185
#PGGUVRYQY,44041
#9VV20V2PU,37689
#2QRCVLURR9,24331
#Q89JVV98P,45823
#QYJV0YLG8,32751
#LJRULR99L,28272
#8RUPYGQJR,51149
#2LRURRJCGQ,16481
#8L2PYLPCP,79184
#9PY9RU2PV,32411
#2LPVY2LR9Q,26463
#UVLPPUPC,42437
#2LUPQ8JC8R,63633
#LLRR8RG92,160
#2828JQLVU,58189
#9CR2Y08CY,73180
#299QY9RGCL,1354
#2QJJ9CVUU8,13064
#8RQPR0J0R,705
#8RYPUPGG,41309
#GRGVQ8U8C,41830
#YCJR0808,40273
#2882JC9P92,36026
#9C00CRLVJ,47902
#LVULUVP8L,35439
#9YUL82C2G,3408
#LYPYJJ92,50454
#9LR999JY,15359
#U09RYLCQ,62714
#2JU9PJ9UY,57389
#GVPVLULJV,21175
#LJUGPJVCJ,20023
#YJYQRYC80,69068
#PU2VLCP0C,28363
#2LJVGPLLUJ,26161
#2GV9GPU9CV,12497
#Q2U2LCJV8,23425
#2RVPQLC8C8,11207
#2VJ98V9V2,42723
#2L9RRLR802,30339
#YGLLVV8C8,19618
#2J822QV02U,3589
#2GQG0LUL00,15187
#GV2CU8GL2,4736
#RVULJ28LV,13091
#2RU00G2QGC,14088
#9V2V828RQ,39034
#9JPG80C2,80947
#P9PP8YPU,41928
#LGYPJYP02,23465
#R80R00LJ8,19643
#Y9JC9URVR,33438
#G8YVJG8RU,14458
#2RYYLLCJ2R,35774
#RY2GG8YGU,85035
#PUYR2UG8Q,57794
#28RYLL8YGQ,24459
#2R9QPVPYVC,9853
#CGQJGGVLY,6236
#8LU9JGQU9,35495
#2LLJ2RGGPY,13081
#2RR9G2VVQP,16591
#2LJ2UGJPRU,25555
#2JQ8UUPUV9,3400
#YVQYYGPYQ,52550
#29808RCQQJ,19777
#PVG0CQ9GV,31367
#2QY89828R,79324
#2LPC20LVC,38807
#2YQRQ2GYRJ,30013
#990VL08PU,20920
#GGJYPCY8J,10083
#2JGG2VPRC,43172
#2R9YYP90GJ,13706
#2299V0PRUC,45912
#PCVVPGV0L,40693
#88C8CY90L,76377
#2C0GGC9RLU,1899
#LJULGRLPQ,41236
#9Q2VGG9C,53089
#2GR2JV0PUG,21843
#22R28UCP8,50886
#2LRVYVYC8R,17253
#2RP0CQ80JR,14491
#9J2PQ2R9J,13958
#Q8290PYG9,53527
#2RYR8YL9JV,6518
#80LC8VYJR,16753
#2C802CQ0QL,8511
#2RGLLUPPUY,10387
#2JUVRGRY2J,5653
#Q2RYYPQR,13027
#2QV9RGCC28,14801
#YG8J89QY,32655
#2QYP0GQYPP,22792
#2L02J8P02J,20629
#Q0JUGLVYG,25326
#2Y09YPL2C,42220
#2J9VLJ90YR,12014
#888ULC20Q,51595
#P89LGL0PG,57361
#LULU0R9Y2,18780
#RC2J8J9Y,35701
#Y80G09CQJ,4611
#2RUV0JLUCR,6500
#GQLQVLL92,57052
#Y0GQJ9P2G,32123
#28J2YGJQLQ,48686
#2PGGGG9RR,78411
#2RCRGVPC9J,17329
#9PQCYRJ9Q,40756
#2VGP2J9JY,62401
#R0RP8LGUJ,13314
#2JVUPGYV20,7356
#2RC8RL2QVR,11727
#LPGGP88Y,42423
#8RUPCUQLR,34272
#GY8Q282V9,60822
#LQ9PLV8,48862
#GQVPY990Y,5924
#Q08VC2J8P,52499
#2JQ9PC8CVL,2527
#2JCG9YPGCL,2579
#2RU00G9UP8,16797
#2UGQL2QG9,75079
#Q2GQGYPPC,4358
#QYL8JG9JJ,76485
#28G90UYLQ0,13933
#282VQJ9VGJ,10868
#YGJUQVP9J,14763
#82GQL2G92,58192
#89U20P0VV,29084
#8Q9VPJ8GY,27006
#P0PJ00G8J,46975
#9Y00Q8J2Y,20568
#2GUGGGG9GR,12314
#2LU29VYJ2V,15660
#YGPPVCJ9J,30252
#2QCV0V8QV9,3722
#L80UJQV00,31066
#RL0PCVYV2,44951
#82V0CU9UC,45198
#9Q9C999J8,32000
#2GJJ92JRVG,932
#920G2289Q,30260
#9C8GQ2R0L,28508
#2GYYGLQY0G,5755
#L0LV9R2,63211
#28QURLP2C9,30659
#989QV0CP,50093
#QQJQVVYP,83698
#2J2UQRVGG2,9290
#2RRYRPULL,28530
#2JJLRY2829,461
#2JQLYP0VRJ,1282
#292Y2PY82,34321
#2LRJPCRGYC,42647
#8C8JCG8YV,44684
#28P0Q2CR2,44630
#2YCU89C9Q9,26888
#R9JLV20L2,38805
#G0YJRR8R9,26910
#9U80LCRLQ,25370
#LGV0R8UJQ,48706
#R2J2V98VY,30929
#9CL0L2JPR,49243
#V8VCQY2L,64795
#GL908CYG9,39539
#GLP8J980Y,28525
#2JGYG0CY0L,10080
#YPGLQJP2R,57901
#92CPGRVV,72277
#RL08CP9GP,33655
#QCJRUVCCP,23933
#2RJU22JV02,8952
#GG0LL0YCC,51036
#8RQ8G2J8Y,34451
#2R2QRQJVLC,3410
#GU20GYPUL,22440
#QPUUJG08V,63953
#8990J2G,84970
#YVCULRVRU,48917
#QUC0UU8R,41751
#2LYGJL228,39193
#228QGCUYR,21716
#CGGQRVV2,15927
#22UP2QGY,26799
#YGVQUCQC8,46708
#GUYQYJVPR,14836
#YVUP0G8V8,19019
#2QJY9CQRJL,17890
#RCC2QJGQ,26560
#RQPP0VVVG,59578
#2RC9GJ9JLG,10090
#L80JJRYL9,84233
#GGPPQG8V,34166
#RJG9G9GJU,9425
#2LQVU2U8CR,20438
#YUQV0GYQP,52295
#PPPVPJP9Q,42745
#2RCUV9PR98,19933
#2R8GL8V0LQ,1231
#JY9J089YQ,13503
#GCRL9PJQ2,40873
#YQRGY8GQU,72374
#PG89CLR0U,15097
#J28Y0QUQJ,12873
#2C29LY9P28,10082
#P8UGL8JJ8,95369
#YC2GPC8V,23556
#2R2QYR99GG,3078
#282V8UV2,53085
#2R0UJULU0U,6921
#2GLRQVRYJR,1942
#R928YG800,42520
#L0U2JQG,27061
#G0PRVUVVL,35419
#GLCPVLL8P,51564
#P29V0LJQC,67009
#2LG98YCG90,15691
#2JC0VPVUQ0,8327
#2J29QJ9CRG,10452
#9UG9C9RUV,56712
#2J28GG8LJR,20219
#2QC2JRURGP,32675
#2C809988Y8,5956
#2R9QLQCRYV,8418
#QGUGR2YQ,12649
#2JJ88YUUCQ,1356
#2GQPUYLC0P,6995
#Y0VVPYGQR,28353
#2L2VPJ92PP,13399
#L8VCQQQQ0,39633
#L8L82JPRV,25644
#LC9Q90GLC,29001
#L2UCGQGPV,48103
#LLJJ9VJJR,29507
#9UL08CQ88,35753
#8JJ8C8CP8,98014
#GRGPLRJRY,13990
#8PV0RP2JY,31484
#2C89L0Y0G9,4385
#2YYJQ9PUV8,39099
#YQRRPJ0,68303
#2QQCVCCQGG,18748
#2800VUJY,28763
#9UYPRU8RU,64158
#Y898UGLRY,35082
#89L902QLV,36582
#2QJQYQYJ9Q,17003
#2GCR888YG,51680
#2C88G0U29R,1774
#GG2QPP820,24742
#GCCYJGQV0,25433
#GVUY9QG8,40630
#80GQRLV2R,16108
#C82UR298,51629
#2UU2JPL28,44468
#UP0P9J,44222
#VPCQGVVR,48654
#9J2CQLRGU,1679
#88J2LC0QR,14503
#8PG8QU8U0,31825
#2C8R0GCU9V,2562
#8JUYY8QJ8,52912
#LVJ8CJ0G2,93157
#8JJLG8RR2,14191
#2LY2GJQQL8,17040
#2JYLCL002R,4504
#2V9U82YUY,34407
#82YYQ0UPJ,71727
#PP8UG0RUL,30016
#RL8UCPRJ,49128
#2QGCJJRVRC,19037
#LR9JG29RQ,19398
#8UVU08LPY,29499
#2JRUVJQGQL,1904
#GLGQJY0VQ,41759
#U0QLCRJPV,14474
#828J0V8QL,44924
#2C0VV2Q2C8,3030
#28GU2JUQCY,19016
#PQ0YJCQLY,28058
#2RUUG9G8C2,4823
#2QQCV8RUUY,45064
#802L9GRR,58216
#QRU99Y8U0,40663
#RP8VCVQVL,31466
#2YPLV8CLRJ,52048
#LUCJGQUY,42514
#2QG9G000L8,22635
#20YQY0RY9Y,16742
#CGC8PJ8CQ,29947
#RJP22J8G,25350
#9C22PR9GP,17547
#22YQRLJGP2,21566
#8Q2GJ0PJR,44116
#GY9Q288UV,16017
#88GU9LLQJ,61859
#P9JGUV28R,45664
#P8L8YCGQR,78096
#L8UYYLLR8,26192
#2LP90VJLV,41122
#GL8CYPGU0,35072
#8LL9PRG20,17751
#PLUY00QYR,4789
#Y00YRG0LC,47123
#2R02Q9QUC,44311
#RYGGULGQ0,43447
#2RU88Q0GYP,9807
#2GYYJQV9GG,15129
#QJJ2GCLV8,33500
#9G9PPY8LV,69515
#2YGPLPL9Q,40560
#9UPC0JPPP,50363
#LU9UQ9L0,44463
#GRV9P0GYQ,21532
#2YU0RQY9Y,78257
#2QJP9RCJPJ,9407
#2JYGGLJLL,79855
#VUJ8RJR8,30324
#2YVQJP82C,72312
#Q0YQ2JQC,37784
#2QVUG2L2Q2,13713
#PVCGPJJVR,64569
#2L2CCCGL99,18075
#2YUC82R9VR,15439
#9J2Y0CC0U,21796
#2QUGRYJUV,58561
#Q9VYQ8YPG,29053
#2C8UQ90UJL,5276
#2QQG9G0UP9,4446
#PPY2G9RLY,29872
#9QRYCJCJV,37823
#RRU82Y8Y,62415
#2RC0RLR9GU,6898
#Q0CC2YY98,15557
#V9QVPYJ,54612
#2QQ9QUQR08,3730
#28QCC9VPJY,8366
#PYL008UGR,20009
#2GU80JL,83347
#2JJ2P2LR2C,12946
#2YPVJPQPVR,43335
#GLYQLQ0U,22875
#QJGPLQ2G,31816
#PGP2P0R0U,1533
#LCJCLQV2L,11972
#2L9L0YYC2,54096
#2GJ0U2LU0U,9990
#R22CCCLR,91965
#88V292Y8R,29435
#GJGGGQC0V,18465
#8YQUJRYQ0,38772
#2JVQLQJLYC,10112
#28C8CU0L8L,29774
#2Y2UGRQGP,48497
#8GQQPJQL0,30143
#RYJPJ8RC9,11136
#8CGQVQGG2,20526
#22JJRYC9,31731
#2C8UYYGQY2,243
#PCGY82U9P,63
#2GQQVLRC80,3584
#2LQJJGJGJ0,41821
#QRY9QJ022,39333
#VJVU9LJ8J,39117
#2J9CJGU298,9001
#C8JQ8CGPU,13409
#RC809LPR,30172
#8LVGR9CUL,15286
#908QPCLCJ,25877
#9LPYY828,37752
#2LYGRPPL02,23268
#2V2YG829L,50654
#9PPQPPUCJ,78184
#8L2LG08GJ,49355
#2RJ0UVL98C,11507
#2PYRY92VL,58478
#LJGP888GL,1747
#2GQYRUQPJV,16587
#QP9JQPU0Y,45965
#2L88Y0GUPY,13000
#G9P9C9CU0,22213
#8CJ2L8VQ9,46255
#GPRLVULRR,40293
#PLJPVJY9V,4062
#LQQGPGJ99,53037
#YRPRYL80,25510
#GLJGC9L8Y,2254
#LJRQV9U,89196
#2LP0890R9V,27326
#9VVP2CJP2,14481
#2GGV0QC2CJ,6672
#2GLLYY08LU,14213
#89C2UY9YV,25458
#9V099QJY,33375
#8QLJYU2JC,37696
#GYGQ8LUVC,19958
#2QRG82GLQ,49550
#8GLL8P8VL,17222
#882YR82U2,7704
#2R2LLLYR2,39539
#2RL90V8R9,61825
#2C9VUVJUJJ,2875
#GU02QUYPL,33149
#GU2JV0U00,17245
#92RYGGGJ0,56864
#GP2Y2VCU2,15471
#2QYJ0YYRPG,11883
#GQUGPL00V,52588
#28YQYVCC,38316
#2YY09Q2PV9,9251
#2GG8PRY29Q,5965
#CQGGGVJY,93002
#2RUUGYJL0P,4464
#2GR98UL000,15939
#PR00GLCYU,39418
#PPR9YVRCL,34278
#8LLQ2G0JV,33575
#YCVCP2L92,16049
#JLRLUVUP,74692
#GGJGL889U,38518
#2QP820GJC,50776
#GRPYPGP2P,36041
#2VRCPCRU8,34321
#28YGJ9GQGV,17357
#2UYGUC8JP,21414
#R9VGQ2YY8,12880
#Q2P0Q2YRQ,20054
#Q20P8GYL8,76132
#2R2PVJJ2V,34704
#80UL2VUPY,35893
#2Q0P2G8YG9,26278
#QUURGYLRV,7748
#YL0Y2CCC,50605
#GCUUV9QP,15113
#GP29UQUPV,2730
#2JRVJLC0U,87758
#228JGQP8V0,30197
#2JPG2GP8V,38436
#P8RJCRP0,12085
#PG9JQ2YCQ,23498
#R8YGQP82,45563
#2YVLLYV2Q,31768
#2R0RQQCPPU,14554
#PVJU0LJJC,50694
#JJULY8V0V,34221
#9VC82UQ0V,4101
#2Y0V9V0JVY,26563
#RLC8G0CJR,22480
#28PV0UPCVJ,8704
#P2QRJY89R,46862
#2LC80VCYRR,41426
#2RU89PYJGJ,9244
#82CLLJLQV,93523
#PCU229Q0U,55374
#2LJGR2GLVP,15119
