Brawler_1,Brawler_2,Weight
BROCK,TARA,32
BROCK,TICK,89
BROCK,WILLOW,5
BULL,BULL,1
BULL,BUSTER,4
BULL,BUZZ,10
BULL,BYRON,18
BULL,CARL,30
BULL,CHARLIE,4
BULL,CHESTER,15
BULL,CHUCK,5
BULL,CLANCY,3
BULL,COLETTE,16
BULL,COLT,34
BULL,CORDELIUS,25
BULL,CROW,29
BULL,DARRYL,27
BULL,DOUG,18
BULL,DRACO,7
BULL,DYNAMIKE,43
BULL,EDGAR,75
BULL,EL PRIMO,29
BULL,EMZ,25
BULL,EVE,3
BULL,FANG,42
BULL,FINX,3
BULL,FRANK,48
BULL,GALE,10
BULL,GENE,22
BULL,GRAY,6
BULL,GRIFF,39
BULL,GROM,15
BULL,GUS,21
BULL,HANK,17
