Brawler_1,Brawler_2,Weight
BONNIE,CHARLIE,9
BONNIE,CHESTER,10
BONNIE,CHUCK,11
BONNIE,CLANCY,4
BONNIE,COLETTE,10
BONNIE,COLT,17
BONNIE,CORDELIUS,14
BONNIE,CROW,14
BONNIE,DARRYL,15
BONNIE,DOUG,17
BONNIE,DRACO,11
BONNIE,DYNAMIKE,5
BONNIE,EDGAR,43
BONNIE,EL PRIMO,13
BONNIE,EMZ,23
BONNIE,EVE,3
BONNIE,FANG,30
BONNIE,FINX,4
BONNIE,FRANK,18
BONNIE,GALE,12
BONNIE,GENE,7
BONNIE,GRAY,7
BONNIE,GRIFF,20
BONNIE,GROM,13
BONNIE,GUS,23
BONNIE,HANK,12
BONNIE,JACKY,4
BONNIE,JAE-YONG,13
BONNIE,JANET,6
BONNIE,JESSIE,10
BONNIE,JUJU,3
BONNIE,KAZE,14
BONNIE,KENJI,14
BONNIE,KIT,15
BONNIE,LARRY & LAWRIE,9
BONNIE,LEON,15
BONNIE,LILY,10
BONNIE,LOLA,8
BONNIE,LOU,5
BONNIE,LUMI,12
BONNIE,MAISIE,7
BONNIE,MANDY,39
BONNIE,MAX,14
BONNIE,MEEPLE,4
BONNIE,MEG,6
BONNIE,MELODIE,4
BONNIE,MICO,5
BONNIE,MOE,2
BONNIE,MORTIS,24
BONNIE,MR. P,10
BONNIE,NANI,14
BONNIE,NITA,13
BONNIE,OLLIE,6
BONNIE,OTIS,1
BONNIE,PAM,5
BONNIE,PEARL,9
BONNIE,PENNY,21
BONNIE,PIPER,34
BONNIE,POCO,6
BONNIE,R-T,2
BONNIE,RICO,28
BONNIE,ROSA,5
BONNIE,RUFFS,2
BONNIE,SAM,5
BONNIE,SANDY,7
BONNIE,SHADE,12
BONNIE,SHELLY,2
BONNIE,SPIKE,28
BONNIE,SPROUT,3
BONNIE,SQUEAK,18
BONNIE,STU,15
BONNIE,SURGE,7
BONNIE,TARA,22
BONNIE,TICK,12
BONNIE,WILLOW,4
BROCK,BROCK,5
BROCK,BULL,37
BROCK,BUSTER,13
BROCK,BUZZ,12
BROCK,BYRON,28
BROCK,CARL,31
BROCK,CHARLIE,6
BROCK,CHESTER,11
BROCK,CHUCK,20
BROCK,CLANCY,11
BROCK,COLETTE,34
BROCK,COLT,67
BROCK,CORDELIUS,15
BROCK,CROW,58
BROCK,DARRYL,27
BROCK,DOUG,33
BROCK,DRACO,15
BROCK,DYNAMIKE,56
BROCK,EDGAR,163
BROCK,EL PRIMO,29
BROCK,EMZ,51
BROCK,EVE,13
BROCK,FANG,90
BROCK,FINX,8
BROCK,FRANK,55
BROCK,GALE,14
BROCK,GENE,17
BROCK,GRAY,13
BROCK,GRIFF,28
BROCK,GROM,24
BROCK,GUS,44
BROCK,HANK,7
BROCK,JACKY,16
BROCK,JAE-YONG,9
BROCK,JANET,8
BROCK,JESSIE,49
BROCK,JUJU,5
BROCK,KAZE,22
BROCK,KENJI,37
BROCK,KIT,23
BROCK,LARRY & LAWRIE,6
BROCK,LEON,24
BROCK,LILY,36
BROCK,LOLA,5
BROCK,LOU,11
BROCK,LUMI,12
BROCK,MAISIE,11
BROCK,MANDY,69
BROCK,MAX,16
BROCK,MEEPLE,15
BROCK,MEG,13
BROCK,MELODIE,14
BROCK,MICO,14
BROCK,MOE,4
BROCK,MORTIS,71
BROCK,MR. P,15
BROCK,NANI,26
BROCK,NITA,43
BROCK,OLLIE,3
BROCK,OTIS,5
BROCK,PAM,14
BROCK,PEARL,8
BROCK,PENNY,50
BROCK,PIPER,75
BROCK,POCO,40
BROCK,R-T,14
BROCK,RICO,53
BROCK,ROSA,11
BROCK,RUFFS,4
BROCK,SAM,4
BROCK,SANDY,15
BROCK,SHADE,24
BROCK,SHELLY,17
BROCK,SPIKE,45
BROCK,SPROUT,1
BROCK,SQUEAK,55
BROCK,STU,23
BROCK,SURGE,19
BROCK,TARA,28
BROCK,TICK,88
BROCK,WILLOW,12
BULL,BULL,2
BULL,BUSTER,6
BULL,BUZZ,18
BULL,BYRON,5
BULL,CARL,34
BULL,CHARLIE,1
BULL,CHESTER,20
BULL,CHUCK,8
BULL,CLANCY,2
BULL,COLETTE,12
BULL,COLT,32
BULL,CORDELIUS,28
BULL,CROW,35
BULL,DARRYL,32
BULL,DOUG,36
BULL,DRACO,15
BULL,DYNAMIKE,35
BULL,EDGAR,96
BULL,EL PRIMO,32
BULL,EMZ,40
BULL,EVE,1
BULL,FANG,42
BULL,FINX,5
BULL,FRANK,38
BULL,GALE,14
BULL,GENE,7
BULL,GRAY,8
BULL,GRIFF,28
BULL,GROM,15
BULL,GUS,20
BULL,HANK,9
BULL,JACKY,43
BULL,JAE-YONG,5
BULL,JANET,2
